job_name,submit_time,duration,region,k,L_max,submit_local_hour,band,alpha,assigned_region
j_119049,16432275.0,1120.7,India,1,52675.4,10.02,day,1.0,France
j_137290,16432299.0,14.4,Japan,5,2.1,13.53,day,1.0,Japan
j_082544,16432446.8,8879.4,Germany,1,43840.5,5.57,night,1.0,US_West
j_137271,16432777.1,24.8,Japan,4,39.0,13.66,day,1.0,US_West
j_119005,16432849.8,280.8,India,3,465.6,10.18,day,1.0,France
j_046030,16433211.9,4017.0,US_East,2,21315.6,23.78,night,1.0,France
j_009545,16433417.3,4941.3,US_West,1,57132.3,20.84,night,1.0,France
j_100797,16433444.0,131.1,Korea,4,16.3,13.85,day,1.0,US_East
j_027773,16433661.9,4038.2,US_Central,1,67997.6,22.91,night,1.0,US_West
j_046025,16434192.0,8385.9,US_East,1,48635.7,0.05,night,1.0,US_West
j_027755,16434363.5,1513.2,US_Central,1,52558.8,23.1,night,1.0,France
j_137282,16434447.2,80.2,Japan,4,53.0,14.12,day,1.0,France
j_082534,16434626.7,4.7,Germany,5,2.1,6.17,night,1.0,US_West
j_009522,16434905.4,1685.5,US_West,1,65995.2,21.25,night,1.0,France
j_137293,16435075.1,3.2,Japan,5,4.9,14.3,day,1.0,France
j_064264,16435079.0,4.3,France,5,1.8,6.3,night,1.0,US_West
j_100760,16435748.2,28.0,Korea,4,21.5,14.49,day,1.0,France
j_100770,16435748.8,2561.0,Korea,2,12880.4,14.49,day,1.0,France
j_137270,16436809.0,21600.0,Japan,1,65172.1,14.78,day,1.0,France
j_046035,16436834.6,2124.8,US_East,2,14697.5,0.79,night,1.0,US_West
j_137281,16436964.5,5.8,Japan,5,1.3,14.82,day,1.0,US_West
j_119002,16437090.8,3.8,India,5,1.7,11.36,day,1.0,US_East
j_064273,16437469.5,26.0,France,4,28.6,6.96,night,1.0,France
j_082548,16437520.1,9644.9,Germany,1,77858.5,6.98,night,1.0,US_West
j_100775,16437538.6,2.4,Korea,5,4.6,14.98,day,1.0,US_West
j_119038,16437694.7,6.4,India,5,1.3,11.53,day,1.0,US_Central
j_009539,16437873.4,1914.6,US_West,1,51926.0,22.08,night,1.0,US_East
j_009544,16437893.6,60.1,US_West,4,18.7,22.08,night,1.0,US_West
j_137297,16438131.0,10014.5,Japan,1,80718.9,15.15,day,1.0,France
j_027762,16438154.9,3.7,US_Central,5,1.8,0.15,night,1.0,US_East
j_119008,16438298.2,60.4,India,4,54.4,11.69,day,1.0,France
j_137273,16438347.3,3196.1,Japan,1,50852.9,15.21,day,1.0,US_West
j_100787,16439086.1,18012.4,Korea,1,86118.9,15.41,day,1.0,US_East
j_119037,16439121.7,5.6,India,5,1.2,11.92,day,1.0,US_West
j_100757,16439167.0,9588.3,Korea,1,84346.8,15.44,day,1.0,US_East
j_119007,16439294.6,2109.7,India,2,10405.8,11.97,day,1.0,US_East
j_100754,16439316.4,7750.7,Korea,2,21622.6,15.48,day,1.0,US_East
j_100772,16439426.5,8.6,Korea,5,1.2,15.51,day,1.0,France
j_137257,16439467.3,162.5,Japan,3,221.2,15.52,day,1.0,US_West
j_027799,16439490.5,8.3,US_Central,5,1.1,0.53,night,1.0,US_Central
j_119000,16439811.6,97.9,India,3,274.6,12.11,day,1.0,France
j_046047,16440224.6,5246.1,US_East,1,73805.1,1.73,night,1.0,France
j_064281,16440414.2,2.9,France,5,4.4,7.78,night,1.0,US_West
j_046016,16440455.3,3211.6,US_East,2,14101.0,1.79,night,1.0,US_Central
j_027772,16440612.0,599.8,US_Central,1,67095.5,0.84,night,1.0,France
j_100753,16440844.3,87.0,Korea,3,281.0,15.9,day,1.0,France
j_119042,16440878.6,5.8,India,5,1.1,12.41,day,1.0,France
j_119019,16440987.4,13789.7,India,1,68438.9,12.44,day,1.0,US_East
j_119013,16441193.7,8.3,India,5,3.3,12.5,day,1.0,US_West
j_100778,16441249.6,21600.0,Korea,1,48115.0,16.01,day,1.0,US_East
j_046009,16441485.7,4260.5,US_East,1,69249.2,2.08,night,1.0,US_West
j_119031,16441504.3,6.6,India,5,2.8,12.58,day,1.0,France
j_064255,16441616.5,76.2,France,4,31.0,8.12,day,1.0,France
j_009542,16441629.2,2073.9,US_West,2,20056.3,23.12,night,1.0,US_East
j_027760,16442077.1,1164.6,US_Central,1,50818.1,1.24,night,1.0,US_West
j_119039,16442189.8,11.9,India,4,44.6,12.77,day,1.0,France
j_137251,16442349.7,3.6,Japan,5,2.6,16.32,day,1.0,Germany
j_046032,16443235.8,1395.0,US_East,2,13477.9,2.57,night,1.0,US_East
j_100781,16443241.8,234.7,Korea,3,133.5,16.57,day,1.0,US_West
j_027796,16443304.3,10.1,US_Central,5,1.0,1.58,night,1.0,US_East
j_064275,16443625.3,3.9,France,5,2.9,8.67,day,1.0,France
j_100792,16443929.1,89.6,Korea,4,20.4,16.76,day,1.0,US_East
j_046033,16443929.6,1834.4,US_East,2,12784.2,2.76,night,1.0,US_West
j_082511,16444111.2,308.9,Germany,3,176.6,8.81,day,1.0,France
j_064293,16444235.3,7.7,France,5,1.5,8.84,day,1.0,France
j_137275,16444474.7,55.6,Japan,4,41.4,16.91,day,1.0,US_West
j_137263,16444585.5,4.0,Japan,5,2.0,16.94,day,1.0,US_West
j_119016,16444602.1,1108.5,India,1,73196.2,13.45,day,1.0,France
j_137276,16444879.8,2061.8,Japan,2,28023.9,17.02,day,1.0,US_West
j_137254,16445458.3,55.8,Japan,4,30.8,17.18,day,1.0,France
j_046020,16445938.1,3234.5,US_East,1,58552.1,3.32,night,1.0,US_West
j_119041,16445977.7,40.0,India,4,17.6,13.83,day,1.0,Germany
j_137279,16446373.4,12878.3,Japan,1,57180.8,17.44,day,1.0,Germany
j_137256,16446495.6,9.0,Japan,5,4.7,17.47,day,1.0,Germany
j_009505,16446698.7,22.5,US_West,4,28.5,0.53,night,1.0,France
j_119004,16446856.8,38.9,India,3,540.3,14.07,day,1.0,Germany
j_082532,16447038.0,5880.6,Germany,1,81870.1,9.62,day,1.0,US_West
j_046048,16447155.6,5408.4,US_East,1,59693.5,3.65,night,1.0,Germany
j_009535,16447158.4,13564.6,US_West,1,53576.1,0.66,night,1.0,US_West
j_100794,16447472.2,2.4,Korea,5,4.2,17.74,day,1.0,France
j_119028,16447483.0,89.9,India,4,49.9,14.25,day,1.0,Germany
j_082538,16447501.7,2.2,Germany,5,1.1,9.75,day,1.0,US_West
j_064291,16447530.9,58.1,France,3,140.8,9.76,day,1.0,US_West
j_119045,16447564.0,605.9,India,2,11038.3,14.27,day,1.0,Germany
j_082529,16447715.1,5798.5,Germany,1,63599.7,9.81,day,1.0,France
j_064267,16447778.2,10.3,France,5,2.7,9.83,day,1.0,France
j_046008,16447830.6,3234.1,US_East,1,68353.2,3.84,night,1.0,US_West
j_046001,16448041.6,9121.7,US_East,1,49864.0,3.9,night,1.0,France
j_027779,16448117.7,45.2,US_Central,4,58.1,2.92,night,1.0,France
j_027786,16448220.3,1535.6,US_Central,2,9663.3,2.95,night,1.0,US_West
j_119046,16448260.2,3.4,India,5,3.1,14.46,day,1.0,US_West
j_064253,16448322.7,83.2,France,4,21.2,9.98,day,1.0,France
j_064282,16448383.1,6834.9,France,1,73425.0,10.0,day,1.0,Germany
j_119048,16448448.0,35.9,India,4,17.7,14.51,day,1.0,US_West
j_009511,16449255.0,5884.8,US_West,1,43725.1,1.24,night,1.0,France
j_119018,16449286.2,37.9,India,4,15.7,14.75,day,1.0,France
j_082517,16449556.5,8479.8,Germany,1,49399.7,10.32,day,1.0,US_West
j_027759,16449895.2,1308.1,US_Central,1,62360.3,3.42,night,1.0,France
j_064250,16449947.7,17.1,France,5,1.0,10.43,day,1.0,France
j_100789,16450083.5,5.5,Korea,5,1.7,18.47,day,1.0,Germany
j_119006,16450192.5,2.6,India,5,4.0,15.0,day,1.0,France
j_027795,16450357.6,9097.1,US_Central,1,49139.5,3.54,night,1.0,France
j_064258,16450371.7,90.6,France,3,120.1,10.55,day,1.0,France
j_064288,16450641.9,262.5,France,3,421.4,10.62,day,1.0,US_West
j_009520,16450686.8,10.8,US_West,5,1.7,1.64,night,1.0,US_West
j_082518,16451064.9,13.8,Germany,4,23.7,10.74,day,1.0,US_West
j_046011,16451283.3,3.3,US_East,5,1.8,4.8,night,1.0,France
j_046039,16451437.1,104.6,US_East,3,159.5,4.84,night,1.0,US_West
j_082507,16451901.6,16952.8,Germany,1,58599.9,10.97,day,1.0,US_West
j_009514,16452202.1,9.7,US_West,5,2.3,2.06,night,1.0,Germany
j_009506,16452300.7,3192.1,US_West,1,60845.6,2.08,night,1.0,France
j_082515,16452811.2,10.4,Germany,5,4.0,11.23,day,1.0,France
j_119021,16453208.1,2239.5,India,1,55172.2,15.84,day,1.0,US_West
j_119015,16453887.2,161.4,India,3,529.3,16.02,day,1.0,France
j_082541,16454093.3,4.2,Germany,5,2.6,11.58,day,1.0,France
j_064295,16454146.5,48.0,France,4,40.1,11.6,day,1.0,Germany
j_009500,16454215.0,20.5,US_West,4,54.2,2.62,night,1.0,Germany
j_009523,16454426.3,1.9,US_West,5,2.9,2.67,night,1.0,Germany
j_064284,16454529.7,6.3,France,5,1.8,11.7,day,1.0,France
j_064290,16454720.1,93.8,France,4,47.2,11.76,day,1.0,Germany
j_082528,16454987.8,37.4,Germany,4,32.9,11.83,day,1.0,France
j_064287,16455014.1,25.4,France,4,18.2,11.84,day,1.0,France
j_082546,16455138.9,1347.1,Germany,3,495.3,11.87,day,1.0,Germany
j_137253,16455229.9,17623.8,Japan,1,52607.0,19.9,day,1.0,Germany
j_064274,16455280.0,1187.0,France,1,84111.7,11.91,day,1.0,Germany
j_009510,16455442.5,8977.0,US_West,1,47922.1,2.96,night,1.0,Germany
j_027785,16455914.8,424.5,US_Central,3,172.7,5.09,night,1.0,France
j_082520,16455919.2,31.3,Germany,4,17.3,12.09,day,1.0,France
j_046003,16455935.5,5344.0,US_East,1,57741.3,6.09,night,1.0,France
j_064286,16456037.2,19.3,France,4,44.6,12.12,day,1.0,France
j_046002,16456231.8,31.0,US_East,4,46.4,6.18,night,1.0,France
j_137262,16456648.8,8.1,Japan,5,1.8,20.29,night,1.0,France
j_009503,16457172.5,13090.3,US_West,1,76467.1,3.44,night,1.0,France
j_064289,16457765.5,237.8,France,3,192.1,12.6,day,1.0,Germany
j_064269,16458279.8,45.9,France,4,21.6,12.74,day,1.0,France
j_082533,16458429.6,10.1,Germany,5,2.9,12.79,day,1.0,Germany
j_119047,16458467.1,10.8,India,5,3.0,17.3,day,1.0,France
j_064285,16459232.4,33.2,France,4,25.4,13.01,day,1.0,France
j_009515,16459300.5,1.7,US_West,5,2.1,4.03,night,1.0,Germany
j_082527,16459418.2,238.0,Germany,3,321.0,13.06,day,1.0,US_West
j_046018,16459472.4,21.8,US_East,4,20.3,7.08,night,1.0,France
j_082525,16459483.8,57.9,Germany,4,16.4,13.08,day,1.0,US_West
j_119034,16459498.4,71.0,India,4,39.3,17.58,day,1.0,France
j_137289,16459535.9,5.2,Japan,5,2.7,21.09,night,1.0,US_West
j_027787,16459774.2,2961.3,US_Central,2,24642.3,6.16,night,1.0,Germany
j_009546,16460005.9,21600.0,US_West,1,50058.9,4.22,night,1.0,US_West
j_082543,16460061.6,9.8,Germany,5,1.1,13.24,day,1.0,Germany
j_064252,16460119.9,58.0,France,4,38.3,13.26,day,1.0,Germany
j_100766,16460154.9,9.4,Korea,5,2.6,21.27,night,1.0,Germany
j_027768,16460213.8,223.4,US_Central,3,150.5,6.28,night,1.0,France
j_064294,16460246.7,13.9,France,4,44.4,13.29,day,1.0,US_West
j_137272,16460882.5,10080.7,Japan,1,62205.0,21.47,night,1.0,US_West
j_009548,16461054.4,3.7,US_West,5,1.8,4.52,night,1.0,France
j_064268,16461170.3,2080.9,France,1,62374.3,13.55,day,1.0,Germany
j_009508,16461688.2,4522.5,US_West,1,70637.4,4.69,night,1.0,Germany
j_064259,16461689.2,40.9,France,4,32.5,13.69,day,1.0,France
j_100798,16461716.7,6792.8,Korea,1,60266.5,21.7,night,1.0,Germany
j_119010,16461823.0,603.2,India,2,7652.5,18.23,day,1.0,France
j_137266,16461948.7,6.0,Japan,5,2.4,21.76,night,1.0,France
j_027774,16462090.4,9.3,US_Central,5,4.9,6.8,night,1.0,France
j_119033,16462235.2,3632.3,India,1,72900.6,18.34,day,1.0,Germany
j_082519,16463154.0,41.4,Germany,4,44.6,14.1,day,1.0,France
j_046005,16463443.5,4.1,US_East,5,4.5,8.18,day,1.0,France
j_009529,16464017.1,2852.2,US_West,2,9812.6,5.34,night,1.0,France
j_137280,16464113.3,21600.0,Japan,1,43651.6,22.36,night,1.0,France
j_009531,16464949.2,6328.8,US_West,1,56327.1,5.6,night,1.0,France
j_082502,16465127.6,12.6,Germany,4,39.1,14.65,day,1.0,France
j_009501,16465357.7,41.0,US_West,4,56.9,5.71,night,1.0,France
j_046007,16465935.9,195.4,US_East,3,190.3,8.87,day,1.0,France
j_046014,16466083.7,6.4,US_East,5,4.7,8.91,day,1.0,France
j_064298,16466778.3,58.3,France,4,43.8,15.11,day,1.0,France
j_046024,16466825.3,4.2,US_East,5,1.6,9.12,day,1.0,France
j_027797,16467696.5,1444.3,US_Central,2,20471.0,8.36,day,1.0,France
j_137296,16467711.1,5.1,Japan,5,2.2,23.36,night,1.0,France
j_046012,16467899.1,9.2,US_East,5,2.2,9.42,day,1.0,France
j_119027,16468290.8,3.4,India,5,4.6,20.03,night,1.0,France
j_137264,16468422.4,1228.1,Japan,1,78675.3,23.56,night,1.0,France
j_027756,16468584.6,8099.8,US_Central,1,63934.4,8.61,day,1.0,France
j_027782,16469540.9,36.7,US_Central,4,56.0,8.87,day,1.0,US_West
j_137269,16470643.9,4163.2,Japan,1,70449.6,0.18,night,1.0,US_West
j_082522,16470670.0,107.9,Germany,4,56.0,16.19,day,1.0,US_West
j_064266,16470695.2,3.4,France,5,1.6,16.19,day,1.0,France
j_046006,16470769.4,188.1,US_East,4,31.0,10.21,day,1.0,France
j_137291,16471001.1,4087.1,Japan,1,67780.5,0.28,night,1.0,France
j_082523,16471014.4,3.5,Germany,5,3.2,16.28,day,1.0,France
j_137265,16471559.1,5650.4,Japan,1,65236.5,0.43,night,1.0,France
j_100751,16471697.7,21600.0,Korea,1,73564.6,0.47,night,1.0,France
j_064261,16472889.3,9180.9,France,1,62774.7,16.8,day,1.0,France
j_046028,16472918.1,6.0,US_East,5,2.6,10.81,day,1.0,France
j_027794,16473828.3,1.6,US_Central,5,2.3,10.06,day,1.0,France
j_119035,16473879.0,9.6,India,4,34.9,21.58,night,1.0,France
j_100791,16474267.5,1783.6,Korea,1,53630.3,1.19,night,1.0,France
j_137260,16475028.7,3370.8,Japan,1,71130.0,1.4,night,1.0,US_West
j_082506,16475128.3,49.1,Germany,3,431.0,17.42,day,1.0,France
j_046036,16475304.1,2.4,US_East,5,4.1,11.47,day,1.0,US_West
j_027753,16475667.4,23.2,US_Central,4,23.0,10.57,day,1.0,France
j_100777,16475804.6,496.7,Korea,2,27263.2,1.61,night,1.0,US_West
j_046023,16476164.0,6.6,US_East,5,1.7,11.71,day,1.0,US_West
j_100763,16476179.0,163.1,Korea,3,131.1,1.72,night,1.0,US_West
j_046021,16476533.6,2289.8,US_East,1,57814.6,11.81,day,1.0,US_West
j_119009,16476591.1,2646.0,India,1,61984.3,22.33,night,1.0,US_West
j_046045,16477156.0,7228.3,US_East,1,46365.2,11.99,day,1.0,France
j_009540,16477716.3,123.9,US_West,4,29.8,9.14,day,1.0,US_West
j_046044,16477979.5,13.0,US_East,5,1.3,12.22,day,1.0,US_West
j_027757,16478186.2,24.4,US_Central,5,3.8,11.27,day,1.0,France
j_009527,16478316.4,4.1,US_West,5,3.7,9.31,day,1.0,US_West
j_027778,16478366.1,2.7,US_Central,5,1.4,11.32,day,1.0,France
j_137277,16478454.9,3.7,Japan,5,2.0,2.35,night,1.0,US_West
j_064296,16478720.2,7174.1,France,1,59900.2,18.42,day,1.0,France
j_119030,16479063.7,1168.8,India,2,22725.3,23.02,night,1.0,France
j_027761,16479362.1,2.1,US_Central,5,4.2,11.6,day,1.0,US_West
j_027792,16479382.7,703.1,US_Central,2,23799.3,11.61,day,1.0,France
j_027790,16479449.3,10146.5,US_Central,1,86048.8,11.62,day,1.0,France
j_064292,16479482.8,7983.1,France,1,71316.8,18.63,day,1.0,France
j_027780,16479749.8,9.6,US_Central,5,1.9,11.71,day,1.0,US_West
j_082536,16480571.1,1383.4,Germany,1,67095.4,18.94,day,1.0,US_West
j_119036,16480802.2,20.2,India,4,49.6,23.5,night,1.0,US_West
j_137292,16481437.2,8739.1,Japan,1,49420.3,3.18,night,1.0,US_West
j_046013,16482116.8,5.8,US_East,5,3.0,13.37,day,1.0,France
j_027776,16482193.5,8.3,US_Central,5,3.0,12.39,day,1.0,US_West
j_082549,16482248.6,1973.0,Germany,1,75568.2,19.4,day,1.0,US_West
j_119020,16482250.1,1016.0,India,2,9964.0,23.9,night,1.0,France
j_009526,16482410.7,9.1,US_West,5,3.0,10.45,day,1.0,US_West
j_100768,16482593.7,587.9,Korea,2,12981.8,3.5,night,1.0,US_West
j_046038,16482811.0,5.6,US_East,5,4.8,13.56,day,1.0,US_West
j_100756,16482814.9,504.1,Korea,2,11413.4,3.56,night,1.0,US_West
j_009532,16483312.8,143.3,US_West,3,264.8,10.7,day,1.0,US_West
j_027793,16483516.1,3180.0,US_Central,1,60144.7,12.75,day,1.0,France
j_100783,16483949.9,2210.3,Korea,2,16115.8,3.87,night,1.0,France
j_082508,16484009.6,4029.3,Germany,2,22464.1,19.89,day,1.0,France
j_100755,16484100.0,14334.1,Korea,1,63801.9,3.92,night,1.0,US_West
j_137278,16484492.2,24.0,Japan,4,46.6,4.03,night,1.0,US_West
j_100795,16484503.8,2871.7,Korea,1,60633.6,4.03,night,1.0,France
j_046027,16484960.4,3.3,US_East,5,1.7,14.16,day,1.0,France
j_119025,16485335.0,1118.4,India,2,21292.5,0.76,night,1.0,US_West
j_027766,16485452.6,111.4,US_Central,4,15.5,13.29,day,1.0,France
j_100785,16485808.3,7681.6,Korea,1,53313.5,4.39,night,1.0,France
j_100788,16486522.3,18.8,Korea,4,15.0,4.59,night,1.0,US_West
j_046041,16486897.7,6827.6,US_East,1,44699.1,14.69,day,1.0,US_West
j_100793,16487082.1,5.1,Korea,5,1.4,4.75,night,1.0,US_West
j_046042,16487185.5,70.2,US_East,3,124.0,14.77,day,1.0,US_West
j_027767,16487510.3,4.6,US_Central,5,2.5,13.86,day,1.0,US_West
j_082524,16487516.7,276.4,Germany,3,474.2,20.87,night,1.0,US_West
j_009547,16488146.2,19.3,US_West,4,16.2,12.04,day,1.0,France
j_009525,16488166.2,2.0,US_West,5,2.0,12.05,day,1.0,France
j_046019,16488385.9,5.4,US_East,5,4.5,15.11,day,1.0,US_West
j_046049,16488524.8,8.3,US_East,5,3.1,15.15,day,1.0,France
j_100759,16488860.2,3152.3,Korea,1,83944.1,5.24,night,1.0,US_West
j_027750,16489268.1,3.4,US_Central,5,3.2,14.35,day,1.0,France
j_009549,16489681.8,1.8,US_West,5,4.0,12.47,day,1.0,US_Central
j_100776,16490010.4,7.1,Korea,5,4.2,5.56,night,1.0,US_West
j_009537,16490029.4,189.9,US_West,4,26.0,12.56,day,1.0,US_West
j_137294,16490047.1,27.6,Japan,4,32.1,5.57,night,1.0,France
j_027775,16490247.3,26.3,US_Central,4,27.9,14.62,day,1.0,France
j_119026,16490426.8,2984.4,India,2,10993.1,2.17,night,1.0,US_West
j_082516,16490450.6,5156.7,Germany,2,12290.8,21.68,night,1.0,US_West
j_009528,16490679.3,8.6,US_West,5,1.6,12.74,day,1.0,US_West
j_137261,16490830.7,4581.6,Japan,1,55857.8,5.79,night,1.0,US_West
j_064278,16491000.3,62.3,France,4,43.5,21.83,night,1.0,France
j_137299,16491030.1,19.6,Japan,4,57.9,5.84,night,1.0,France
j_009524,16491206.6,5.5,US_West,4,26.5,12.89,day,1.0,US_West
j_027791,16492456.4,5722.4,US_Central,1,79856.6,15.24,day,1.0,France
j_064280,16492899.4,19974.8,France,1,56970.7,22.36,night,1.0,France
j_046040,16492993.0,14.2,US_East,5,2.8,16.39,day,1.0,France
j_009502,16493104.5,14192.7,US_West,1,45683.8,13.42,day,1.0,France
j_009530,16493150.3,18.8,US_West,4,31.0,13.43,day,1.0,France
j_119029,16493520.2,13855.0,India,1,46506.7,3.03,night,1.0,France
j_100774,16493639.7,1386.3,Korea,3,343.8,6.57,night,1.0,France
j_009516,16493967.2,3.4,US_West,5,4.6,13.66,day,1.0,France
j_046004,16494106.1,1380.4,US_East,1,75075.0,16.7,day,1.0,France
j_119022,16494563.1,6997.9,India,1,56858.5,3.32,night,1.0,US_West
j_082513,16494649.1,8624.7,Germany,1,45805.2,22.85,night,1.0,US_West
j_119040,16494936.8,4197.3,India,2,13540.9,3.43,night,1.0,US_West
j_137267,16494957.0,2.9,Japan,5,1.9,6.93,night,1.0,France
j_137288,16495318.0,39.7,Japan,3,209.2,7.03,night,1.0,US_Central
j_009517,16495361.1,4.5,US_West,5,2.1,14.04,day,1.0,US_West
j_027765,16495457.0,4.8,US_Central,5,3.1,16.07,day,1.0,France
j_027770,16495506.0,5032.3,US_Central,1,72115.6,16.08,day,1.0,US_West
j_082509,16495657.3,4.3,Germany,5,2.6,23.13,night,1.0,US_Central
j_027769,16495859.7,5.7,US_Central,5,1.4,16.18,day,1.0,France
j_119014,16495948.1,4.0,India,5,1.4,3.71,night,1.0,US_Central
j_082531,16496012.1,2509.2,Germany,1,43200.2,23.23,night,1.0,US_West
j_009536,16496039.3,3.1,US_West,5,4.8,14.23,day,1.0,US_Central
j_082539,16496344.9,8539.9,Germany,1,84057.1,23.32,night,1.0,US_West
j_100786,16496452.0,71.8,Korea,4,15.2,7.35,night,1.0,France
j_064251,16496504.3,11.6,France,4,30.4,23.36,night,1.0,US_Central
j_119032,16496644.9,4556.2,India,1,50110.2,3.9,night,1.0,US_West
j_119044,16496826.1,984.1,India,2,9118.3,3.95,night,1.0,US_West
j_119043,16497236.1,5716.1,India,1,46076.6,4.07,night,1.0,France
j_046029,16497695.8,1913.6,US_East,1,63824.8,17.69,day,1.0,US_Central
j_027771,16497809.7,14394.1,US_Central,1,85546.3,16.72,day,1.0,US_Central
j_009538,16497938.4,21.7,US_West,4,50.5,14.76,day,1.0,US_Central
j_009507,16498249.5,212.8,US_West,3,446.2,14.85,day,1.0,France
j_009504,16498511.1,6210.3,US_West,1,84780.6,14.92,day,1.0,France
j_064265,16498712.3,2349.6,France,1,47108.1,23.98,night,1.0,France
j_009521,16498750.6,3.8,US_West,5,3.8,14.99,day,1.0,US_Central
j_100799,16499061.3,1413.2,Korea,2,16705.5,8.07,day,1.0,France
j_082514,16499165.3,3208.2,Germany,1,43209.8,0.1,night,1.0,US_West
j_119023,16499173.7,9428.1,India,1,55994.2,4.6,night,1.0,US_West
j_082501,16499407.6,3579.4,Germany,2,26879.6,0.17,night,1.0,France
j_082526,16499683.0,5.4,Germany,5,1.5,0.25,night,1.0,US_West
j_100780,16499911.3,17.7,Korea,4,48.1,8.31,day,1.0,France
j_064277,16500873.7,6473.5,France,1,79387.9,0.58,night,1.0,France
j_027788,16501169.0,233.1,US_Central,3,588.1,17.66,day,1.0,France
j_046031,16501348.2,4.6,US_East,5,3.2,18.71,day,1.0,US_West
j_064270,16501657.9,8193.8,France,1,44741.1,0.79,night,1.0,US_West
j_100761,16501942.5,7.9,Korea,5,2.0,8.87,day,1.0,US_West
j_082540,16502332.4,20.7,Germany,4,54.4,0.98,night,1.0,France
j_119079,16502635.1,4.0,India,5,4.2,5.57,night,1.0,US_West
j_064336,16502810.7,20007.9,France,1,59924.6,1.11,night,1.0,France
j_027826,16502857.3,55.3,US_Central,3,346.3,18.13,day,1.0,US_West
j_100810,16503665.7,6.6,Korea,5,1.8,9.35,day,1.0,US_West
j_064310,16503889.8,1612.9,France,2,10035.2,1.41,night,1.0,US_West
j_082552,16503897.7,6345.1,Germany,1,80115.7,1.42,night,1.0,France
j_082598,16504191.7,21600.0,Germany,1,56922.4,1.5,night,1.0,US_West
j_009553,16504702.8,4102.8,US_West,1,61790.6,16.64,day,1.0,France
j_027840,16504843.8,3782.8,US_Central,1,44993.0,18.68,day,1.0,France
j_082594,16504960.6,1444.4,Germany,1,78615.4,1.71,night,1.0,US_East
j_100844,16505143.9,3058.5,Korea,1,61658.3,9.76,day,1.0,US_West
j_137326,16505191.9,6.9,Japan,5,1.5,9.78,day,1.0,US_East
j_082571,16505535.4,4154.0,Germany,1,76783.3,1.87,night,1.0,US_East
j_082557,16505652.6,5132.7,Germany,1,85727.1,1.9,night,1.0,France
j_100842,16505881.8,3453.3,Korea,2,22101.6,9.97,day,1.0,US_West
j_046078,16505961.4,2703.8,US_East,2,10399.4,19.99,day,1.0,US_West
j_064315,16506051.3,1524.1,France,1,48702.0,2.01,night,1.0,US_East
j_009598,16506296.6,7066.5,US_West,1,68232.6,17.08,day,1.0,US_West
j_064301,16506346.2,41.6,France,4,59.9,2.1,night,1.0,US_West
j_064329,16506454.7,3439.9,France,1,60690.4,2.13,night,1.0,US_East
j_137325,16506836.7,6.8,Japan,5,2.8,10.23,day,1.0,US_East
j_046084,16507156.8,8.8,US_East,5,4.1,20.32,night,1.0,US_West
j_119095,16507175.6,4.1,India,5,1.9,6.83,night,1.0,France
j_100821,16507300.3,50.7,Korea,4,41.2,10.36,day,1.0,France
j_046099,16507734.8,1133.7,US_East,1,50231.1,20.48,night,1.0,US_East
j_027834,16507803.0,7733.0,US_Central,1,46201.1,19.5,day,1.0,US_East
j_137308,16508175.1,2.6,Japan,5,4.7,10.6,day,1.0,US_East
j_119077,16508364.3,13892.2,India,1,62605.0,7.16,night,1.0,France
j_137347,16508483.8,4.8,Japan,5,1.9,10.69,day,1.0,US_East
j_046064,16508660.6,154.9,US_East,3,208.7,20.74,night,1.0,US_West
j_137312,16508678.0,5.5,Japan,5,1.6,10.74,day,1.0,US_East
j_119067,16508737.4,4110.5,India,1,70379.7,7.26,night,1.0,US_East
j_137335,16508799.1,3.9,Japan,5,1.7,10.78,day,1.0,US_West
j_137340,16509017.0,33.5,Japan,4,55.8,10.84,day,1.0,US_West
j_100825,16509221.5,6.9,Korea,5,2.7,10.89,day,1.0,US_East
j_119050,16510185.2,3894.8,India,1,45245.5,7.66,night,1.0,France
j_137333,16510274.3,57.8,Japan,4,31.5,11.19,day,1.0,France
j_027842,16510540.0,167.5,US_Central,3,144.4,20.26,night,1.0,US_West
j_082585,16511061.7,3517.2,Germany,1,69693.9,3.41,night,1.0,France
j_046057,16511185.3,5.2,US_East,5,1.1,21.44,night,1.0,France
j_082595,16511477.9,1389.7,Germany,1,53346.4,3.52,night,1.0,US_West
j_027822,16511754.9,13.0,US_Central,4,30.2,20.6,night,1.0,France
j_100804,16512182.7,2.0,Korea,5,1.9,11.72,day,1.0,France
j_046069,16513018.8,10.1,US_East,5,2.6,21.95,night,1.0,France
j_064330,16513603.4,3837.0,France,1,66095.0,4.11,night,1.0,US_West
j_137348,16513661.9,21600.0,Japan,1,68729.0,12.13,day,1.0,US_West
j_137304,16513716.7,77.8,Japan,4,49.2,12.14,day,1.0,US_East
j_064320,16514013.1,6.6,France,5,1.5,4.23,night,1.0,US_West
j_027813,16514037.7,209.8,US_Central,3,552.6,21.23,night,1.0,US_East
j_137328,16514039.0,3.0,Japan,5,1.1,12.23,day,1.0,US_West
j_082592,16514315.9,2762.4,Germany,1,83900.4,4.31,night,1.0,US_West
j_064316,16514453.6,7.7,France,5,1.1,4.35,night,1.0,US_West
j_046090,16514551.6,6337.9,US_East,1,48109.3,22.38,night,1.0,France
j_119068,16514880.5,109.0,India,4,16.6,8.97,day,1.0,US_West
